county,drop,drop,drop,GDP,drop,drop,drop,drop,drop,
Hays,"8,431,820","9,236,601","10,141,695",10939214,28,9.5,9.8,7.9,125,
Hemphill,"504,649","434,332","346,145",403534,189,-13.9,-20.3,16.6,63,
Henderson,"1,850,846","1,827,090","1,903,255",2004026,90,-1.3,4.2,5.3,168,
Hidalgo,"21,525,990","22,681,955","23,108,370",23993556,13,5.4,1.9,3.8,195,
Hill,"938,534","1,035,875","1,137,965",1194810,124,10.4,9.9,5.0,175,
Hockley,"1,508,964","1,503,304","1,439,587",1698842,101,-0.4,-4.2,18.0,53,
Hood,"2,217,332","2,336,628","2,565,239",2788369,72,5.4,9.8,8.7,115,
Hopkins,"1,579,009","1,628,822","1,809,397",1889071,95,3.2,11.1,4.4,183,
Houston,"911,234","893,445","895,438",944423,141,-2.0,0.2,5.5,165,
Howard,"5,722,202","6,184,553","5,828,093",9035206,30,8.1,-5.8,55.0,12,
Hudspeth,"154,961","157,670","156,775",175870,229,1.7,-0.6,12.2,83,
Hunt,"4,211,955","4,540,267","4,702,099",5173197,46,7.8,3.6,10.0,99,
Hutchinson,"3,140,580","4,321,413","4,105,789",5289528,45,37.6,-5.0,28.8,35,
Irion,"870,926","744,581","665,698",916822,144,-14.5,-10.6,37.7,26,
Jack,"429,219","434,249","427,610",410804,185,1.2,-1.5,-3.9,245,
Jackson,"613,906","608,927","572,533",607084,166,-0.8,-6.0,6.0,157,
Jasper,"977,510","1,014,039","1,006,919",1047339,133,3.7,-0.7,4.0,193,
Jeff Davis,"64,278","70,963","72,302",78615,250,10.4,1.9,8.7,114,
Jefferson,"17,063,284","17,219,938","17,036,039",18212967,17,0.9,-1.1,6.9,136,
Jim Hogg,"172,420","164,382","160,554",174176,230,-4.7,-2.3,8.5,120,
Jim Wells,"1,379,949","1,509,043","1,605,779",1653705,104,9.4,6.4,3.0,211,
Johnson,"5,731,833","6,199,690","6,524,162",6669340,38,8.2,5.2,2.2,223,
Jones,"424,059","461,825","509,326",486136,177,8.9,10.3,-4.6,247,
Karnes,"5,701,136","5,447,997","4,650,771",6153388,39,-4.4,-14.6,32.3,28,
Kaufman,"3,943,921","4,389,754","4,639,909",5029048,47,11.3,5.7,8.4,122,
Kendall,"2,086,851","2,239,667","2,450,664",2660925,74,7.3,9.4,8.6,118,
Kenedy,"206,184","256,500","248,161",242735,219,24.4,-3.3,-2.2,243,
Kent,"157,979","138,251","115,941",178909,228,-12.5,-16.1,54.3,14,
Kerr,"2,109,568","2,244,757","2,370,969",2474023,79,6.4,5.6,4.3,186,
Kimble,"133,837","142,924","145,374",158642,234,6.8,1.7,9.1,106,
King,"83,393","72,650","65,662",91216,246,-12.9,-9.6,38.9,23,
Kinney,"113,973","111,445","111,430",117967,239,-2.2,0.0,5.9,161,
Kleberg,"1,054,918","1,105,157","1,111,708",1206495,123,4.8,0.6,8.5,119,
Knox,"145,348","189,882","262,322",262516,213,30.6,38.2,0.1,236,
Lamar,"2,480,456","2,637,157","2,725,950",2768182,73,6.3,3.4,1.5,230,
Lamb,"702,156","684,964","732,749",814152,153,-2.4,7.0,11.1,91,
Lampasas,"505,815","509,199","547,083",555598,170,0.7,7.4,1.6,229,
La Salle,"3,006,279","2,910,723","2,216,654",3137796,65,-3.2,-23.8,41.6,20,
Lavaca,"1,108,116","1,090,265","1,096,326",1311739,119,-1.6,0.6,19.6,51,
Lee,"881,856","860,543","762,578",891571,146,-2.4,-11.4,16.9,62,
Leon,"693,318","737,346","748,943",866668,148,6.4,1.6,15.7,67,
Liberty,"2,102,613","2,244,014","2,368,068",2512302,77,6.7,5.5,6.1,155,
Limestone,"1,253,733","1,258,535","1,326,271",1466241,110,0.4,5.4,10.6,96,
Lipscomb,"484,807","476,290","446,489",516972,176,-1.8,-6.3,15.8,66,
Live Oak,"1,249,109","1,300,783","1,366,775",1925832,93,4.1,5.1,40.9,21,
Llano,"756,101","773,044","821,358",896144,145,2.2,6.2,9.1,107,
Loving,"6,164,955","5,960,139","5,255,204",8297119,34,-3.3,-11.8,57.9,9,
Lubbock,"13,997,675","14,408,086","14,664,750",15144655,19,2.9,1.8,3.3,208,
Lynn,"260,985","305,631","374,001",346025,197,17.1,22.4,-7.5,250,
McCulloch,"313,443","311,484","333,190",366199,195,-0.6,7.0,9.9,100,
McLennan,"12,266,429","13,010,008","13,521,577",14070337,20,6.1,3.9,4.1,192,
McMullen,"1,395,218","1,136,263","881,194",1544293,107,-18.6,-22.4,75.3,5,
Madison,"504,850","509,287","498,374",563256,169,0.9,-2.1,13.0,77,
Marion,"249,968","272,314","260,819",284063,211,8.9,-4.2,8.9,113,
Martin,"6,537,278","7,018,278","6,429,900",11396694,27,7.4,-8.4,77.2,4,
Mason,"113,365","111,938","114,124",133027,237,-1.3,2.0,16.6,64,
Matagorda,"2,225,684","2,258,490","2,268,433",2418666,80,1.5,0.4,6.6,140,
Maverick,"1,592,720","1,728,376","1,848,382",2021842,89,8.5,6.9,9.4,104,
Medina,"1,075,886","1,106,469","1,161,319",1231255,122,2.8,5.0,6.0,158,
Menard,"50,913","49,965","45,800",52872,253,-1.9,-8.3,15.4,70,
Midland,"24,681,178","24,729,314","24,710,072",32680851,11,0.2,-0.1,32.3,29,
Milam,"588,790","630,690","653,270",722426,161,7.1,3.6,10.6,95,
Mills,"213,784","208,205","256,378",305403,205,-2.6,23.1,19.1,52,
Mitchell,"298,933","280,620","270,991",344793,199,-6.1,-3.4,27.2,37,
Montague,"620,584","649,766","622,040",646531,165,4.7,-4.3,3.9,194,
Montgomery,"31,349,670","32,852,850","34,793,123",37046507,9,4.8,5.9,6.5,146,
Moore,"2,006,942","2,934,395","2,921,770",3294078,63,46.2,-0.4,12.7,78,
Morris,"510,679","560,212","596,750",646714,164,9.7,6.5,8.4,123,
Motley,"34,341","27,003","36,928",44764,254,-21.4,36.8,21.2,48,
Nacogdoches,"2,456,231","2,592,076","2,674,682",2812840,71,5.5,3.2,5.2,171,
Navarro,"1,541,165","1,607,638","1,666,950",1787748,98,4.3,3.7,7.2,133,
Newton,"428,134","429,400","469,338",485650,178,0.3,9.3,3.5,201,
Nolan,"890,874","952,090","957,317",1028173,135,6.9,0.5,7.4,132,
Nueces,"18,266,764","19,486,201","18,977,459",20228929,14,6.7,-2.6,6.6,141,
Ochiltree,"813,155","845,715","758,730",926669,143,4.0,-10.3,22.1,47,
Oldham,"307,847","301,448","302,261",345497,198,-2.1,0.3,14.3,73,
Orange,"3,524,825","3,646,894","3,846,683",4084085,53,3.5,5.5,6.2,153,
Palo Pinto,"994,580","978,882","1,000,293",1044056,134,-1.6,2.2,4.4,184,
Panola,"1,949,026","2,368,740","2,311,820",2167161,84,21.5,-2.4,-6.3,248,
Parker,"4,421,841","4,808,434","5,329,905",5661099,43,8.7,10.8,6.2,150,
Parmer,"958,136","969,289","981,171",1098454,128,1.2,1.2,12.0,86,
Pecos,"2,416,013","2,248,594","1,839,308",2337916,83,-6.9,-18.2,27.1,38,
Polk,"1,264,226","1,266,390","1,345,528",1418490,113,0.2,6.2,5.4,166,
Potter,"8,481,220","8,819,396","8,808,074",8972937,31,4.0,-0.1,1.9,227,
Presidio,"225,839","242,243","236,040",259174,215,7.3,-2.6,9.8,101,
Rains,"219,061","218,152","231,397",248778,217,-0.4,6.1,7.5,129,
Randall,"4,104,042","4,276,045","4,272,395",4568173,49,4.2,-0.1,6.9,135,
Reagan,"2,801,904","2,675,598","2,184,414",3318525,62,-4.5,-18.4,51.9,17,
Real,"78,060","82,776","77,928",80492,249,6.0,-5.9,3.3,207,
Red River,"293,899","309,677","324,447",349007,196,5.4,4.8,7.6,127,
Reeves,"10,432,880","9,598,746","7,988,532",11630083,26,-8.0,-16.8,45.6,19,
Refugio,"302,303","294,494","357,795",408407,188,-2.6,21.5,14.1,75,
Roberts,"196,607","174,872","160,320",181482,227,-11.1,-8.3,13.2,76,
Robertson,"2,080,739","2,137,914","2,248,888",2488311,78,2.7,5.2,10.6,94,
Rockwall,"4,521,008","4,796,414","5,201,657",5651827,44,6.1,8.4,8.7,116,
Runnels,"283,485","300,247","354,525",327446,201,5.9,18.1,-7.6,251,
Rusk,"2,428,377","2,406,353","2,392,576",2415681,82,-0.9,-0.6,1.0,232,
Sabine,"233,305","242,695","246,676",290039,207,4.0,1.6,17.6,56,
San Augustine,"640,191","877,754","620,727",728045,160,37.1,-29.3,17.3,58,
San Jacinto,"350,889","349,303","367,062",378294,193,-0.5,5.1,3.1,210,
San Patricio,"3,204,994","2,913,526","2,877,365",3105839,67,-9.1,-1.2,7.9,124,
San Saba,"154,640","149,094","149,859",160287,233,-3.6,0.5,7.0,134,
Schleicher,"128,550","120,924","125,518",133762,236,-5.9,3.8,6.6,142,
Scurry,"1,467,412","1,459,816","1,362,680",1631028,105,-0.5,-6.7,19.7,50,
Shackelford,"237,618","260,493","289,616",315480,203,9.6,11.2,8.9,112,
Shelby,"1,083,637","1,331,075","1,450,592",1438094,112,22.8,9.0,-0.9,240,
Sherman,"384,045","451,652","321,595",532950,174,17.6,-28.8,65.7,7,
Smith,"11,180,499","11,726,815","11,990,618",12494743,24,4.9,2.2,4.2,189,
Somervell,"1,200,761","1,224,869","1,300,058",1417721,114,2.0,6.1,9.1,110,
Starr,"1,297,590","1,286,522","1,283,503",1295181,120,-0.9,-0.2,0.9,233,
Stephens,"380,417","358,876","338,113",380693,192,-5.7,-5.8,12.6,79,
Sterling,"215,516","214,669","205,329",240337,220,-0.4,-4.4,17.0,61,
Stonewall,"124,636","120,744","117,110",131368,238,-3.1,-3.0,12.2,84,
Sutton,"245,594","226,252","194,995",212690,226,-7.9,-13.8,9.1,109,
Swisher,"409,954","471,226","423,224",522307,175,14.9,-10.2,23.4,42,
Tarrant,"113,996,603","123,216,402","128,639,322",133198886,4,8.1,4.4,3.5,200,
Taylor,"6,672,118","6,844,209","7,127,738",7371530,36,2.6,4.1,3.4,202,
Terrell,"61,364","76,522","70,858",56969,252,24.7,-7.4,-19.6,254,
Terry,"515,865","477,442","523,249",535517,172,-7.4,9.6,2.3,219,
Throckmorton,"60,405","97,289","71,052",160434,232,61.1,-27.0,125.8,1,
Titus,"1,711,707","1,891,154","2,104,588",2059600,88,10.5,11.3,-2.1,242,
Tom Green,"6,240,531","6,438,315","6,603,996",6779617,37,3.2,2.6,2.7,218,
Travis,"125,876,258","140,405,688","154,055,075",159612559,3,11.5,9.7,3.6,198,
Trinity,"252,819","253,080","272,649",270492,212,0.1,7.7,-0.8,239,
Tyler,"418,138","439,887","458,653",533217,173,5.2,4.3,16.3,65,
Upshur,"814,573","853,799","829,231",857281,149,4.8,-2.9,3.4,203,
Upton,"4,055,826","3,959,965","3,797,112",5905832,41,-2.4,-4.1,55.5,11,
Uvalde,"870,716","911,213","904,477",963594,139,4.7,-0.7,6.5,143,
Val Verde,"1,730,936","1,835,046","1,863,946",1902952,94,6.0,1.6,2.1,224,
Van Zandt,"1,225,803","1,251,593","1,353,743",1441503,111,2.1,8.2,6.5,145,
Victoria,"4,291,342","4,469,956","4,667,280",4842038,48,4.2,4.4,3.7,196,
Walker,"2,171,259","2,144,281","2,306,576",2418498,81,-1.2,7.6,4.9,179,
Waller,"3,370,167","3,532,235","3,757,073",4098626,52,4.8,6.4,9.1,108,
Ward,"2,933,705","2,902,298","2,466,832",3823574,55,-1.1,-15.0,55.0,13,
Washington,"1,937,204","2,177,109","2,267,283",2548166,76,12.4,4.1,12.4,81,
Webb,"10,962,638","11,422,646","11,819,506",12970009,22,4.2,3.5,9.7,102,
Wharton,"1,799,960","1,865,679","1,848,145",2136467,86,3.7,-0.9,15.6,69,
Wheeler,"463,780","421,634","325,268",373920,194,-9.1,-22.9,15.0,72,
Wichita,"5,668,067","5,734,978","5,853,582",6048425,40,1.2,2.1,3.3,205,
Wilbarger,"719,543","699,764","778,408",815120,152,-2.7,11.2,4.7,182,
Willacy,"449,028","554,788","556,351",566964,168,23.6,0.3,1.9,226,
Williamson,"25,735,357","27,756,721","30,360,665",32638884,12,7.9,9.4,7.5,130,
Wilson,"1,036,913","1,070,167","1,172,242",1378529,116,3.2,9.5,17.6,55,
Winkler,"1,586,596","1,422,476","1,200,246",1655686,103,-10.3,-15.6,37.9,25,
Wise,"2,812,854","3,007,932","3,230,507",3521247,59,6.9,7.4,9.0,111,
Wood,"1,472,036","1,474,085","1,491,782",1582826,106,0.1,1.2,6.1,154,
Yoakum,"1,699,778","1,457,033","1,344,392",1983345,92,-14.3,-7.7,47.5,18,
Young,"800,156","892,781","935,355",1152963,126,11.6,4.8,23.3,43,
Zapata,"551,863","612,498","605,206",586267,167,11.0,-1.2,-3.1,244,
Zavala,"569,285","579,646","525,235",804738,156,1.8,-9.4,53.2,15,
,,,,,,,,,,
Utah,"194,750,236","210,446,917","217,442,488",225459425,--,8.1,3.3,3.7,--,
Beaver,"407,678","485,370","440,716",379405,24,19.1,-9.2,-13.9,28,
Box Elder,"2,392,305","2,455,736","2,705,912",2876086,8,2.7,10.2,6.3,10,
Cache,"5,943,001","6,352,208","6,517,357",6711750,6,6.9,2.6,3.0,22,
Carbon,"1,117,127","1,051,837","868,128",908617,18,-5.8,-17.5,4.7,15,
Daggett,"116,675","93,362","108,770",118162,28,-20.0,16.5,8.6,6,
Davis,"15,752,640","16,772,230","16,970,468",17748951,3,6.5,1.2,4.6,16,
Duchesne,"1,030,007","1,104,579","1,152,379",1470702,12,7.2,4.3,27.6,1,
Emery,"979,586","1,162,396","1,341,514",1132946,15,18.7,15.4,-15.5,29,
Garfield,"264,114","301,160","321,465",343301,25,14.0,6.7,6.8,8,
Grand,"614,688","658,735","695,925",701658,20,7.2,5.6,0.8,27,
Iron,"1,940,061","2,084,298","2,231,568",2363564,9,7.4,7.1,5.9,13,
Juab,"513,656","623,527","696,550",739859,19,21.4,11.7,6.2,11,
Kane,"373,811","427,538","428,133",437169,22,14.4,0.1,2.1,25,
Millard,"890,287","948,747","989,962",1018500,17,6.6,4.3,2.9,23,
Morgan,"348,749","391,299","389,050",398655,23,12.2,-0.6,2.5,24,
Piute,"65,035","55,562","69,172",86501,29,-14.6,24.5,25.1,2,
Rich,"142,931","150,280","149,853",175483,26,5.1,-0.3,17.1,3,
Salt Lake,"100,527,192","109,186,625","112,130,552",115710942,1,8.6,2.7,3.2,19,
San Juan,"452,242","489,634","491,678",554674,21,8.3,0.4,12.8,5,
Sanpete,"852,932","910,169","1,032,772",1098174,16,6.7,13.5,6.3,9,
Sevier,"1,149,720","1,167,711","1,184,482",1256748,14,1.6,1.4,6.1,12,
Summit,"3,518,302","4,167,582","4,444,192",4604128,7,18.5,6.6,3.6,18,
Tooele,"1,983,980","2,159,321","2,217,306",2262344,10,8.8,2.7,2.0,26,
Uintah,"1,665,760","1,705,757","1,894,375",2139540,11,2.4,11.1,12.9,4,
Utah,"30,977,982","33,495,449","35,100,964",36622568,2,8.1,4.8,4.3,17,
Wasatch,"1,118,456","1,255,412","1,346,254",1411532,13,12.2,7.2,4.8,14,
Washington,"7,218,950","7,858,302","8,175,105",8419791,5,8.9,4.0,3.0,21,
Wayne,"106,044","109,820","113,007",121441,27,3.6,2.9,7.5,7,
Weber,"12,306,128","12,835,649","13,283,757",13684763,4,4.3,3.5,3.0,20,
,,,,,,,,,,
Vermont,"32,252,651","33,721,916","34,752,646",35236566,--,4.6,3.1,1.4,--,
Addison,"1,565,400","1,654,061","1,728,436",1738560,8,5.7,4.5,0.6,10,
Bennington,"1,631,015","1,720,138","1,763,021",1774058,7,5.5,2.5,0.6,8,
Caledonia,"1,137,962","1,168,371","1,189,743",1187883,10,2.7,1.8,-0.2,11,
Chittenden,"11,286,745","12,192,310","12,840,248",13103601,1,8.0,5.3,2.1,3,
Essex,"136,227","139,884","142,043",135891,14,2.7,1.5,-4.3,14,
Franklin,"2,173,080","2,117,919","2,033,823",2066969,6,-2.5,-4.0,1.6,4,
Grand Isle,"188,539","203,573","190,190",184552,13,8.0,-6.6,-3.0,13,
Lamoille,"1,100,983","1,178,331","1,212,937",1252525,9,7.0,2.9,3.3,1,
Orange,"827,578","821,081","836,635",844815,12,-0.8,1.9,1.0,7,
Orleans,"1,064,126","1,104,758","1,135,518",1110896,11,3.8,2.8,-2.2,12,
Rutland,"2,514,060","2,619,865","2,749,095",2765476,4,4.2,4.9,0.6,9,
Washington,"3,671,703","3,755,284","3,901,587",3942358,2,2.3,3.9,1.0,6,
Windham,"2,297,801","2,296,834","2,280,919",2315994,5,0.0,-0.7,1.5,5,
Windsor,"2,656,396","2,755,396","2,764,147",2832949,3,3.7,0.3,2.5,2,
,,,,,,,,,,
Virginia,"534,532,298","565,470,578","580,475,243",597597103,--,5.8,2.7,2.9,--,
Accomack,"1,785,338","1,890,779","1,774,924",1527485,47,5.9,-6.1,-13.9,105,
Amelia,"258,632","294,824","328,370",293573,94,14.0,11.4,-10.6,104,
Amherst,"758,220","811,721","791,969",803284,65,7.1,-2.4,1.4,67,
Appomattox,"293,813","326,812","325,805",343895,90,11.2,-0.3,5.6,14,
Arlington,"36,742,228","39,226,989","39,302,516",41158444,2,6.8,0.2,4.7,22,
Bath,"199,656","215,437","231,290",239209,98,7.9,7.4,3.4,38,
Bedford,"1,886,259","2,035,415","1,998,374",2087786,38,7.9,-1.8,4.5,24,
Bland,"200,892","194,853","196,478",201803,100,-3.0,0.8,2.7,54,
Botetourt,"1,252,402","1,344,029","1,383,702",1444344,49,7.3,3.0,4.4,25,
Brunswick,"876,737","816,277","792,945",723317,67,-6.9,-2.9,-8.8,101,
Buchanan,"896,407","986,023","1,205,058",1078802,57,10.0,22.2,-10.5,103,
Buckingham,"547,079","491,363","490,528",505722,76,-10.2,-0.2,3.1,44,
Caroline,"784,194","803,748","822,702",867160,62,2.5,2.4,5.4,16,
Charles City,"225,027","221,897","225,149",225215,99,-1.4,1.5,0.0,81,
Charlotte,"259,319","270,750","288,421",291665,95,4.4,6.5,1.1,73,
Chesterfield,"15,870,989","16,766,169","17,306,701",17808290,9,5.6,3.2,2.9,49,
Clarke,"431,449","461,570","452,515",471665,81,7.0,-2.0,4.2,30,
Craig,"98,793","109,098","105,375",111009,104,10.4,-3.4,5.3,17,
Culpeper,"1,826,228","1,930,274","1,995,545",2035967,39,5.7,3.4,2.0,61,
Cumberland,"129,123","153,988","178,451",164787,102,19.3,15.9,-7.7,100,
Dickenson,"478,957","546,431","654,789",592237,72,14.1,19.8,-9.6,102,
Essex,"356,290","359,058","355,976",406029,85,0.8,-0.9,14.1,4,
Fauquier,"2,826,925","2,967,532","2,997,545",3022166,34,5.0,1.0,0.8,75,
Floyd,"376,278","386,838","392,632",415737,84,2.8,1.5,5.9,10,
Fluvanna,"806,372","823,337","875,477",889257,61,2.1,6.3,1.6,63,
Franklin,"1,518,494","1,607,091","1,615,600",1668223,42,5.8,0.5,3.3,41,
Giles,"522,045","631,146","575,625",709814,68,20.9,-8.8,23.3,1,
Gloucester,"896,542","925,733","942,498",972811,58,3.3,1.8,3.2,42,
Goochland,"2,970,292","3,209,932","3,072,196",3108922,32,8.1,-4.3,1.2,71,
Grayson,"272,118","264,288","266,391",297135,93,-2.9,0.8,11.5,5,
Greene,"427,989","464,436","472,440",501088,78,8.5,1.7,6.1,9,
Halifax,"1,128,775","1,132,510","1,164,088",1177655,53,0.3,2.8,1.2,72,
Hanover,"5,908,858","6,235,415","6,579,684",6762622,20,5.5,5.5,2.8,52,
Henrico,"29,143,774","31,032,664","31,131,360",29493660,4,6.5,0.3,-5.3,95,
Highland,"60,961","68,787","77,322",72506,105,12.8,12.4,-6.2,98,
Isle of Wight,"1,316,638","1,316,191","1,364,275",1615648,44,0.0,3.7,18.4,2,
King and Queen,"146,670","154,688","144,784",140381,103,5.5,-6.4,-3.0,91,
King George,"2,028,615","2,169,521","2,156,309",2230476,37,6.9,-0.6,3.4,37,
King William,"515,945","535,887","529,169",529550,75,3.9,-1.3,0.1,80,
Lancaster,"479,531","489,452","490,059",504259,77,2.1,0.1,2.9,50,
Lee,"395,746","386,932","395,685",418676,83,-2.2,2.3,5.8,11,
Loudoun,"28,719,129","31,660,872","33,451,362",35130231,3,10.2,5.7,5.0,19,
Louisa,"2,160,098","2,284,312","2,282,214",2247984,36,5.8,-0.1,-1.5,89,
Lunenburg,"236,608","270,936","238,282",255341,97,14.5,-12.1,7.2,6,
Madison,"345,789","354,120","364,972",378854,87,2.4,3.1,3.8,33,
Mathews,"192,232","191,693","187,584",188556,101,-0.3,-2.1,0.5,77,
Mecklenburg,"1,082,023","1,107,590","1,135,770",1209591,52,2.4,2.5,6.5,7,
Middlesex,"360,484","369,305","371,345",370495,88,2.4,0.6,-0.2,82,
Nelson,"495,161","548,279","537,074",548723,73,10.7,-2.0,2.2,59,
New Kent,"613,690","650,193","628,198",659466,70,5.9,-3.4,5.0,20,
Northampton,"499,005","451,570","427,427",487659,79,-9.5,-5.3,14.1,3,
Northumberland,"374,320","359,577","349,334",354820,89,-3.9,-2.8,1.6,64,
Nottoway,"486,396","510,062","552,484",544586,74,4.9,8.3,-1.4,88,
Orange,"1,123,408","1,125,214","1,091,018",1136757,55,0.2,-3.0,4.2,31,
Page,"535,520","621,924","680,296",648049,71,16.1,9.4,-4.7,94,
Patrick,"371,391","379,371","393,644",404359,86,2.1,3.8,2.7,53,
Powhatan,"813,033","837,964","870,818",908893,60,3.1,3.9,4.4,27,
Prince Edward,"704,823","733,269","745,974",760438,66,4.0,1.7,1.9,62,
Pulaski,"1,273,085","1,439,823","1,590,140",1572576,45,13.1,10.4,-1.1,86,
Rappahannock,"277,533","301,983","302,264",306185,92,8.8,0.1,1.3,68,
Richmond,"285,451","288,941","282,853",284016,96,1.2,-2.1,0.4,78,
Russell,"683,610","659,341","683,275",693633,69,-3.6,3.6,1.5,66,
Scott,"409,524","412,793","433,694",446558,82,0.8,5.1,3.0,46,
Shenandoah,"1,677,036","1,754,593","1,779,340",1682095,41,4.6,1.4,-5.5,96,
Smyth,"977,641","1,037,657","1,059,254",1091218,56,6.1,2.1,3.0,45,
Stafford,"6,027,900","6,427,914","6,415,408",6550434,21,6.6,-0.2,2.1,60,
Surry,"1,134,165","1,098,436","1,218,617",1144567,54,-3.2,10.9,-6.1,97,
Sussex,"338,436","362,689","331,934",327521,91,7.2,-8.5,-1.3,87,
Tazewell,"1,141,650","1,123,006","1,235,247",1288724,51,-1.6,10.0,4.3,29,
Warren,"1,762,217","1,734,911","1,809,878",1831575,40,-1.5,4.3,1.2,70,
Westmoreland,"490,561","468,365","457,212",484994,80,-4.5,-2.4,6.1,8,
Wythe,"1,408,121","1,465,458","1,536,734",1549669,46,4.1,4.9,0.8,74,
Independent cities,,,,,,,,,,
Alexandria,"14,475,024","14,853,589","14,954,073",14395458,11,2.6,0.7,-3.7,92,
Chesapeake,"10,693,793","11,090,082","11,243,414",11626372,13,3.7,1.4,3.4,39,
Hampton,"6,621,225","6,712,896","6,728,984",6964845,19,1.4,0.2,3.5,36,
Newport News,"13,716,826","14,715,224","15,093,048",15777786,10,7.3,2.6,4.5,23,
Norfolk,"18,955,161","20,169,493","20,629,746",21207484,8,6.4,2.3,2.8,51,
Portsmouth,"6,062,948","6,190,159","6,158,430",6137732,23,2.1,-0.5,-0.3,83,
Richmond,"23,679,538","24,725,393","25,903,577",27367900,5,4.4,4.8,5.7,13,
Roanoke,"7,010,111","7,493,519","7,585,509",7806615,15,6.9,1.2,2.9,48,
Suffolk,"4,036,142","4,215,544","4,255,517",4390327,27,4.4,0.9,3.2,43,
Virginia Beach,"22,065,772","23,140,024","23,435,104",24018999,6,4.9,1.3,2.5,56,
Combination areas1,,,,,,,,,,
Albemarle + Charlottesville,"11,464,945","12,514,703","13,000,186",13569150,12,9.2,3.9,4.4,26,
Alleghany + Covington,"825,005","872,083","870,051",847265,63,5.7,-0.2,-2.6,90,
"Augusta, Staunton + Waynesboro","4,927,840","5,167,806","5,372,550",5337071,26,4.9,4.0,-0.7,84,
Campbell + Lynchburg,"7,104,482","7,313,638","7,388,990",7482320,16,2.9,1.0,1.3,69,
Carroll + Galax,"909,597","921,300","936,469",942391,59,1.3,1.6,0.6,76,
"Dinwiddie, Colonial Heights + Petersburg","2,778,092","2,830,365","2,987,872",3132880,31,1.9,5.6,4.9,21,
"Fairfax, Fairfax City + Falls Church","125,528,564","133,842,882","139,448,207",146733771,1,6.6,4.2,5.2,18,
Frederick + Winchester,"6,835,682","7,284,058","7,265,370",7453213,17,6.6,-0.3,2.6,55,
Greensville + Emporia,"1,392,731","1,513,062","1,571,130",1458365,48,8.6,3.8,-7.2,99,
Henry + Martinsville,"2,147,545","2,224,724","2,266,266",2300927,35,3.6,1.9,1.5,65,
James City + Williamsburg,"5,216,117","5,531,229","5,886,719",6084098,24,6.0,6.4,3.4,40,
Montgomery + Radford,"5,312,316","5,654,532","5,877,215",6050976,25,6.4,3.9,3.0,47,
Pittsylvania + Danville,"3,317,023","3,424,371","3,557,883",3695079,29,3.2,3.9,3.9,32,
Prince George + Hopewell,"3,903,885","3,895,543","3,846,028",4066570,28,-0.2,-1.3,5.7,12,
"Prince William, Manassas + Manassas Park","21,586,164","22,390,684","22,744,449",23734783,7,3.7,1.6,4.4,28,
Roanoke + Salem,"5,870,917","6,168,796","6,260,594",6415540,22,5.1,1.5,2.5,57,
"Rockbridge, Buena Vista + Lexington","1,211,465","1,240,237","1,290,830",1337186,50,2.4,4.1,3.6,35,
Rockingham + Harrisonburg,"7,595,563","8,283,646","8,627,419",8287227,14,9.1,4.2,-3.9,93,
Southampton + Franklin,"747,590","799,614","818,516",820314,64,7.0,2.4,0.2,79,
Spotsylvania + Fredericksburg,"6,348,436","6,793,029","6,947,303",7328004,18,7.0,2.3,5.5,15,
Washington + Bristol,"3,322,475","3,310,418","3,366,101",3448289,30,-0.4,1.7,2.4,58,
Wise + Norton,"1,422,614","1,500,883","1,653,287",1639863,43,5.5,10.2,-0.8,85,
